CONGRESS 2012 to 2020 in ALASKA,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,California,N/A,2016,District 46,46,20120101,N/A,N/A,N/A,"115,248","Correa, Lou",Challenger,Democrat-Open Primary,"49,345","Nguyen, Bao",Challenger,N/A,"65,903",D,29.98,0,100,
House,California,N/A,2014,District 46,46,20120101,"33,577","Nick, Adam",Challenger,"49,738","Sanchez, Loretta",Incumbent,N/A,N/A,N/A,N/A,N/A,"16,161",D,0,40.3,59.7,
House,California,N/A,2012,District 46,46,20120101,"54,121","Hayden, Jerry",Challenger,"95,694","Sanchez, Loretta",Incumbent,N/A,N/A,N/A,N/A,N/A,"41,573",D,0,36.13,63.87,
House,California,N/A,2018,District 47,47,20120101,"77,682","Briscoe, John",Challenger,"143,354","Lowenthal, Alan",Incumbent,N/A,N/A,N/A,N/A,N/A,"65,672",D,0,35.14,64.86,
House,California,N/A,2016,District 47,47,20120101,"88,109","Whallon, Andy",Challenger,"154,759","Lowenthal, Alan",Incumbent,N/A,N/A,N/A,N/A,N/A,"66,650",D,0,36.28,63.72,
House,California,N/A,2014,District 47,47,20120101,"54,309","Whallon, Andy",Challenger,"69,091","Lowenthal, Alan",Incumbent,N/A,N/A,N/A,N/A,N/A,"14,782",D,0,44.01,55.99,
House,California,N/A,2012,District 47,47,20120101,"99,919","DeLong, Gary",Challenger,"130,093","Lowenthal, Alan",Challenger,N/A,N/A,N/A,N/A,N/A,"30,174",D,0,43.44,56.56,
House,California,N/A,2018,District 48,48,20120101,"136,899","Rohrabacher, Dana",Incumbent,"157,837","Rouda, Harley Jr.",Challenger,N/A,N/A,N/A,N/A,N/A,"20,938",D,0,46.45,53.55,
House,California,N/A,2016,District 48,48,20120101,"178,701","Rohrabacher, Dana",Incumbent,"127,715","Savary, Sue",Challenger,N/A,N/A,N/A,N/A,N/A,"50,986",R,0,58.32,41.68,
House,California,N/A,2014,District 48,48,20120101,"112,082","Rohrabacher, Dana",Incumbent,"62,713","Savary, Sue",Challenger,N/A,N/A,N/A,N/A,N/A,"49,369",R,0,64.12,35.88,
House,California,N/A,2012,District 48,48,20120101,"177,144","Rohrabacher, Dana",Incumbent,"113,358","Varasteh, Ron",Challenger,N/A,N/A,N/A,N/A,N/A,"63,786",R,0,60.98,39.02,
House,California,N/A,2018,District 49,49,20120101,"128,577","Harkey, Diane",Challenger,"166,453","Levin, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"37,876",D,0,43.58,56.42,
House,California,N/A,2016,District 49,49,20120101,"155,888","Issa, Darrell",Incumbent,"154,267","Applegate, Doug",Challenger,N/A,N/A,N/A,N/A,N/A,"1,621",R,0,50.26,49.74,
House,California,N/A,2014,District 49,49,20120101,"98,161","Issa, Darrell",Incumbent,"64,981","Peiser, Dave",Challenger,N/A,N/A,N/A,N/A,N/A,"33,180",R,0,60.17,39.83,
House,California,N/A,2012,District 49,49,20120101,"159,725","Issa, Darrell",Incumbent,"114,893","Tetalman, Jerry",Challenger,N/A,N/A,N/A,N/A,N/A,"44,832",R,0,58.16,41.84,
House,California,N/A,2018,District 50,50,20120101,"134,362","Hunter, Duncan D.",Incumbent,"125,448","Campa-Najjar, Ammar",Challenger,N/A,N/A,N/A,N/A,N/A,"8,914",R,0,51.72,48.28,
House,California,N/A,2016,District 50,50,20120101,"179,937","Hunter, Duncan L.",Challenger,"103,646","Malloy, Patrick",Challenger,N/A,N/A,N/A,N/A,N/A,"76,291",R,0,63.45,36.55,
House,California,N/A,2014,District 50,50,20120101,"111,997","Hunter, Duncan D.",Incumbent,"45,302","Kimber, James H.",Challenger,N/A,N/A,N/A,N/A,N/A,"66,695",R,0,71.2,28.8,
House,California,N/A,2012,District 50,50,20120101,"174,838","Hunter, Duncan L.",Incumbent,"83,455","Secor, David B.",Challenger,N/A,N/A,N/A,N/A,N/A,"91,383",R,0,67.69,32.31,
House,California,N/A,2018,District 51,51,20120101,"44,301","Hidalgo, Juan M. Jr.",Challenger,"109,527","Vargas, Juan",Incumbent,N/A,N/A,N/A,N/A,N/A,"65,226",D,0,28.8,71.2,
House,California,N/A,2016,District 51,51,20120101,"54,362","Hidalgo, Juan M. Jr.",Challenger,"145,162","Vargas, Juan",Incumbent,N/A,N/A,N/A,N/A,N/A,"90,800",D,0,27.25,72.75,
House,California,N/A,2014,District 51,51,20120101,"25,577","Meade, Stephen",Challenger,"56,373","Vargas, Juan",Incumbent,N/A,N/A,N/A,N/A,N/A,"30,796",D,0,31.21,68.79,
House,California,N/A,2012,District 51,51,20120101,"45,464","Crimmins, Michael",Challenger,"113,934","Vargas, Juan",Challenger,N/A,N/A,N/A,N/A,N/A,"68,470",D,0,28.52,71.48,
House,California,N/A,2018,District 52,52,20120101,"107,015","Qudrat, Omar",Challenger,"188,992","Peters, Scott",Incumbent,N/A,N/A,N/A,N/A,N/A,"81,977",D,0,36.15,63.85,
House,California,N/A,2016,District 52,52,20120101,"139,403","Gitsham, Denise",Challenger,"181,253","Peters, Scott",Incumbent,N/A,N/A,N/A,N/A,N/A,"41,850",D,0,43.47,56.53,
House,California,N/A,2014,District 52,52,20120101,"92,746","DeMaio, Carl",Challenger,"98,826","Peters, Scott",Incumbent,N/A,N/A,N/A,N/A,N/A,"6,080",D,0,48.41,51.59,
House,California,N/A,2012,District 52,52,20120101,"144,459","Bilbray, Brian P.",Incumbent,"151,451","Peters, Scott",Challenger,N/A,N/A,N/A,N/A,N/A,"6,992",D,0,48.82,51.18,
House,California,N/A,2018,District 53,53,20120101,"83,127","Murtaugh, Morgan",Challenger,"185,667","Davis, Susan A.",Incumbent,N/A,N/A,N/A,N/A,N/A,"102,540",D,0,30.93,69.07,
House,California,N/A,2016,District 53,53,20120101,"97,968","Veltmeyer, James",Challenger,"198,988","Davis, Susan A.",Incumbent,N/A,N/A,N/A,N/A,N/A,"101,020",D,0,32.99,67.01,
House,California,N/A,2014,District 53,53,20120101,"60,940","Wilske, Larry",Challenger,"87,104","Davis, Susan A.",Incumbent,N/A,N/A,N/A,N/A,N/A,"26,164",D,0,41.16,58.84,
House,California,N/A,2012,District 53,53,20120101,"103,482","Popaditch, Nick",Challenger,"164,825","Davis, Susan A.",Incumbent,N/A,N/A,N/A,N/A,N/A,"61,343",D,0,38.57,61.43,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CONGRESS 2012 to 2020 in COLORADO,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Colorado,N/A,2018,District 1,1,20120101,"85,207","Stockham, Charles",Challenger,"272,886","DeGette, Diana L.",Incumbent,Libertarian,"11,600","Doane, Raymon Anthony",Challenger,22,"187,679",D,3.14,23.79,76.21,"The other vote was: Lopez, Miguel (Write-in) 22"
House,Colorado,N/A,2016,District 1,1,20120101,"105,030","Stockham, Charles",Challenger,"257,254","DeGette, Diana L.",Incumbent,Libertarian,"16,752","Dinges, Darrell",Challenger,N/A,"152,224",D,4.42,28.99,71.01,
House,Colorado,N/A,2014,District 1,1,20120101,"80,682","Walsh, Martin H.",Challenger,"183,281","DeGette, Diana L.",Incumbent,Libertarian,"9,292","Atwood, Frank",Challenger,"5,239","102,599",D,3.34,30.57,69.43,"The other vote was: Stroud, Danny (Independent) 5,236; Kirschler, Daniel (Write-in) 2; Blackburn, Logan (Write-in) 1"
House,Colorado,N/A,2012,District 1,1,20120101,"93,217","Stroud, Danny",Challenger,"237,579","DeGette, Diana L.",Incumbent,Libertarian,"12,585","Atwood, Frank",Challenger,"4,847","144,362",D,3.61,28.18,71.82,"The other vote was: Swing, Gary (Green) 4,829; Juniel, Thomas Henry (Write-in) 18"
House,Colorado,N/A,2018,District 2,2,20120101,"144,901","Yu, Peter",Challenger,"259,608","Neguse, Joseph",Challenger,Independent,"16,356","Thomas, Nick",Challenger,"9,900","114,707",D,3.8,35.82,64.18,"The other vote was: Barris, Roger (Libertarian) 9,749; Alumbaugh, Kevin (Write-in) 151"
House,Colorado,N/A,2016,District 2,2,20120101,"170,001","Morse, Nicholas",Challenger,"260,175","Polis, Jared",Incumbent,Libertarian,"27,136","Longstreth, Richard",Challenger,N/A,"90,174",D,5.93,39.52,60.48,
House,Colorado,N/A,2014,District 2,2,20120101,"149,645","Leing, George",Challenger,"196,300","Polis, Jared",Incumbent,N/A,N/A,N/A,N/A,N/A,"46,655",D,0,43.26,56.74,
House,Colorado,N/A,2012,District 2,2,20120101,"162,639","Lundberg, Kevin",Challenger,"234,758","Polis, Jared",Incumbent,Libertarian,"13,770","Luallin, Randy",Challenger,"10,413","72,119",D,3.27,40.93,59.07,"The other vote was: Hall, Susan P. (Green) 10,413"
House,Colorado,N/A,2018,District 3,3,20120101,"173,205","Tipton, Scott R.",Incumbent,"146,426","Bush, Diane Mitsch",Challenger,Independent,"10,831","Malarsie, Mary M.",Challenger,"5,739","26,779",R,3.22,54.19,45.81,"The other vote was: Kent, Gaylon (Libertarian) 5,727; Swing, Gary (Write-in) 9; Lohmiller, Bruce (Write-in) 3"
House,Colorado,N/A,2016,District 3,3,20120101,"204,220","Tipton, Scott R.",Incumbent,"150,914","Schwartz, Gail",Challenger,Libertarian,"18,903","Kent, Gaylon",Challenger,N/A,"53,306",R,5.05,57.51,42.49,
House,Colorado,N/A,2014,District 3,3,20120101,"163,011","Tipton, Scott R.",Incumbent,"100,364","Tapia, Abel",Challenger,Independent,"11,294","Casida, Tisha",Challenger,"6,472","62,647",R,4.02,61.89,38.11,"The other vote was: Mero, Travis (Libertarian) 6,472"
House,Colorado,N/A,2012,District 3,3,20120101,"185,291","Tipton, Scott R.",Incumbent,"142,920","Pace, Sal",Challenger,Unaffiliated,"11,125","Casida, Tisha",Challenger,"8,238","42,371",R,3.2,56.45,43.55,"The other vote was: Gilman, Gregory (Libertarian) 8,212; McMillan, Jaime (Write-in) 26"
House,Colorado,N/A,2018,District 4,4,20120101,"224,038","Buck, Ken",Incumbent,"145,544","McCormick, Karen",Challenger,Write-in,26,"Vigil, John B.",Challenger,13,"78,494",R,0.01,60.62,39.38,"The other vote was: Weil, Richard Lyons (Write-in) 13"
House,Colorado,N/A,2016,District 4,4,20120101,"248,230","Buck, Ken",Incumbent,"123,642","Seay, Bob",Challenger,Libertarian,"18,761","Griffith, Bruce",Challenger,2,"124,588",R,4.8,66.75,33.25,"The other vote was: Howbert, Donald (Write-in) 2"
House,Colorado,N/A,2014,District 4,4,20120101,"185,292","Buck, Ken",Challenger,"83,727","Meyers, Vic",Challenger,Libertarian,"9,472","Loban, Jess",Challenger,"8,016","101,565",R,3.31,68.88,31.12,"The other vote was: Doherty, Grant (Independent) 8,016"
House,Colorado,N/A,2012,District 4,4,20120101,"200,006","Gardner, Cory",Incumbent,"125,800","Shaffer, Brandon",Challenger,Libertarian,"10,682","Gilliland, Josh",Challenger,"5,848","74,206",R,3.12,61.39,38.61,"The other vote was: Aden, Doug (American Constitution) 5,848"
House,Colorado,N/A,2018,District 5,5,20120101,"184,002","Lamborn, Doug",Incumbent,"126,848","Spaulding, Stephany Rose",Challenger,Libertarian,"11,795","Randall, Douglas",Challenger,71,"57,154",R,3.65,59.19,40.81,"The other vote was: Furstenberg, Lori (Write-in) 55; Croom, John (Write-in) 16"
House,Colorado,N/A,2016,District 5,5,20120101,"225,445","Lamborn, Doug",Incumbent,"111,676","Plowright, Misty",Challenger,Libertarian,"24,872","McRedmond, Mike",Challenger,121,"113,769",R,6.87,66.87,33.13,"The other vote was: Imrie, Curtis (Write-in) 121"
House,Colorado,N/A,2014,District 5,5,20120101,"157,182","Lamborn, Doug",Incumbent,"105,673","Halter Jr., Irving Leslie",Challenger,N/A,N/A,N/A,N/A,N/A,"51,509",R,0,59.8,40.2,
House,Colorado,N/A,2016,District 6,6,20120101,"191,626","Coffman, Mike",Incumbent,"160,372","Carroll, Morgan",Challenger,Libertarian,"18,778","Olsen, Norm",Challenger,"5,641","31,254",R,4.99,54.44,45.56,"The other vote was: Worthey, Robert Lee (Green) 5,641"
House,Colorado,N/A,2014,District 6,6,20120101,"143,467","Coffman, Mike",Incumbent,"118,847","Romanoff, Andrew",Challenger,Libertarian,"8,623","Olsen, Norm",Challenger,"5,503","24,620",R,3.12,54.69,45.31,"The other vote was: Swing, Gary (Green) 5,503"
House,Colorado,N/A,2012,District 6,6,20120101,"163,938","Coffman, Mike",Incumbent,"156,937","Miklosi, Joe",Challenger,Unaffiliated,"13,442","Polhemus, Kathy",Challenger,"8,597","7,001",R,3.92,51.09,48.91,"The other vote was: Provost, Patrick E. (Libertarian) 8,597"
House,Colorado,N/A,2012,District 5,5,20120101,"199,639","Lamborn, Doug",Incumbent,N/A,N/A,N/A,Unaffiliated,"53,318","Anderson, Dave",Challenger,"54,280","146,321",R,17.35,100,0,"The other vote was: Pirtle, Jim (Libertarian) 22,778; Luzov, Misha (Green) 18,284; Harvell, Kenneth R. (Constitution) 13,212; Cantrell, George Allen (Write-in) 6"
House,Colorado,N/A,2018,District 6,6,20120101,"148,685","Coffman, Mike",Incumbent,"187,639","Crow, Jason",Challenger,Libertarian,"5,886","Martin, Kat",Challenger,"4,612","38,954",D,1.7,44.21,55.79,"The other vote was: Chapin, Dan (Unaffiliated) 4,607; Allen, Christopher (Write-in) 5"
House,Colorado,N/A,2018,District 7,7,20120101,"119,734"," Barrington, Mark",Challenger,"204,260","Perlmutter, Ed",Incumbent,Libertarian,"14,012","Nackerud, Jennifer",Challenger,61,"84,526",D,4.14,36.96,63.04,"The other vote was: Zorn, Steve (Write-in) 45; Haughey, Michael (Write-in) 16"
House,Colorado,N/A,2016,District 7,7,20120101,"144,066","Athanasopoulos, George",Challenger,"199,758","Perlmutter, Ed",Incumbent,Libertarian,"18,186","Buchanan, Martin L.",Challenger,N/A,"55,692",D,5.02,41.9,58.1,
House,Colorado,N/A,2014,District 7,7,20120101,"120,918","Ytterberg, Don",Challenger,"148,225","Perlmutter, Ed",Incumbent,N/A,N/A,N/A,N/A,N/A,"27,307",D,0,44.93,55.07,
House,Colorado,N/A,2012,District 7,7,20120101,"139,066","Coors, Joe",Challenger,"182,460","Perlmutter, Ed",Incumbent,American Constitution,"10,296","Campbell, Douglas",Challenger,"9,148","43,394",D,3.02,43.25,56.75,"The other vote was: Bailey, Buck (Libertarian) 9,148"
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CONGRESS 2012 to 2020 in CONNECTICUT,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Connecticut,N/A,2018,District 1,1,20120101,"96,024","Nye, Jennifer",Challenger,"175,087","Larson, John B.",Incumbent,Green,"3,029","McCormick, Thomas",Challenger,N/A,"79,063",D,1.1,35.42,64.58,
House,Connecticut,N/A,2016,District 1,1,20120101,"105,674","Corey, Matthew M.",Challenger,"200,686","Larson, John B.",Incumbent,Green,"6,563","DeRosa, S. Michael",Challenger,2,"95,012",D,2.1,34.49,65.51,"The other vote was: Jackson, Charles (Write-in) 1; Stewart, Mark (Write-in) 1"
House,Connecticut,N/A,2014,District 1,1,20120101,"78,609","Corey, Matthew M.",Challenger,"135,825","Larson, John B.",Incumbent,Green,"3,447","Russell, Jeffery",Challenger,N/A,"57,216",D,1.58,36.66,63.34,
House,Connecticut,N/A,2012,District 1,1,20120101,"82,321","Decker, John Henry",Challenger,"206,973","Larson, John B.",Incumbent,Green,"5,477","DeRosa, S. Michael",Challenger,"2,290","124,652",D,1.84,28.46,71.54,"The other vote was: Corey, Matthew M. (Unaffiliated) 2,290"
House,Connecticut,N/A,2018,District 2,2,20120101,"102,483","Postemski, Danny",Challenger,"179,731","Courtney, Joe",Incumbent,Green,"3,595","Bicking, Michelle Louise",Challenger,"3,305","77,248",D,1.24,36.31,63.69,"The other vote was: Reale, Daniel (Libertarian) 3,305"
House,Connecticut,N/A,2016,District 2,2,20120101,"111,149","Novak, Daria",Challenger,"208,818","Courtney, Joe",Incumbent,Green,"5,332","Pelto, Jonathan",Challenger,"4,958","97,669",D,1.61,34.74,65.26,"The other vote was: Reale, Daniel J. (Libertarian) 4,949; Traceski, Elizabeth F (Write-in) 9"
House,Connecticut,N/A,2014,District 2,2,20120101,"80,837","Hopkins-Cavanagh, Lori",Challenger,"141,948","Courtney, Joe",Incumbent,Libertarian,"2,602","Reale, Daniel J.",Challenger,"2,549","61,111",D,1.14,36.28,63.72,"The other vote was: Clyde, William (Green) 2,549"
House,Connecticut,N/A,2012,District 2,2,20120101,"88,103","Formica, Paul",Challenger,"204,708","Courtney, Joe",Incumbent,Green,"3,638","Bennett, Colin D.",Challenger,"3,511","116,605",D,1.21,30.09,69.91,"The other vote was: Reale, Daniel J. (Libertarian) 3,511"
House,Connecticut,N/A,2018,District 3,3,20120101,"95,667","Cadena, Angel Luis Jr.",Challenger,"174,572","DeLauro, Rosa L.",Incumbent,N/A,N/A,N/A,N/A,N/A,"78,905",D,0,35.4,64.6,
House,Connecticut,N/A,2016,District 3,3,20120101,"95,786","Cadena, Angel Luis Jr.",Challenger,"213,572","DeLauro, Rosa L.",Incumbent,Write-in,18,"Schaefer, Christopher",Challenger,3,"117,786",D,0.01,30.96,69.04,"The other vote was: Rule, Andrew (Write-in) 3"
House,Connecticut,N/A,2014,District 3,3,20120101,"69,454","Brown, James E.",Challenger,"140,485","DeLauro, Rosa L.",Incumbent,N/A,N/A,N/A,N/A,N/A,"71,031",D,0,33.08,66.92,
House,Connecticut,N/A,2012,District 3,3,20120101,"73,726","Winsley, Wayne",Challenger,"217,573","DeLauro, Rosa L.",Incumbent,Write-in,2,Scattered Write-In,Challenger,N/A,"143,847",D,0,25.31,74.69,
House,Connecticut,N/A,2018,District 4,4,20120101,"106,921","Arora, Harry",Challenger,"168,726","Himes, Jim",Incumbent,Write-in,4,"Peng , Yusheng",Challenger,N/A,"61,805",D,0,38.79,61.21,
House,Connecticut,N/A,2016,District 4,4,20120101,"125,724","Shaban, John",Challenger,"187,811","Himes, Jim",Incumbent,Write-in,5,"Vassar, Carl E.",Challenger,N/A,"62,087",D,0,40.1,59.9,
House,Connecticut,N/A,2014,District 4,4,20120101,"91,922","Debicella, Dan",Challenger,"106,873","Himes, Jim",Incumbent,Write-in,3,"Miller, Stephen A.",Challenger,2,"14,951",D,0,46.24,53.76,"The other vote was: Pastore, Sophie E. (Write-in) 2"
House,Connecticut,N/A,2012,District 4,4,20120101,"117,503","Obsitnik, Steve",Challenger,"175,929","Himes, Jim",Incumbent,N/A,N/A,N/A,N/A,N/A,"58,426",D,0,40.04,59.96,
House,Connecticut,N/A,2018,District 5,5,20120101,"119,426","Santos, Manny",Challenger,"151,225","Hayes, Jahana",Challenger,Write-in,13,"Pistone , John",Challenger,N/A,"31,799",D,0,44.13,55.87,
House,Connecticut,N/A,2016,District 5,5,20120101,"129,801","Cope, Clay",Challenger,"179,252","Esty, Elizabeth",Incumbent,Write-in,28,"Pistone, John",Challenger,1,"49,451",D,0.01,42,58,"The other vote was: Adams, Ann-Marie (Write-in) 1; Greenstein, Mark Stewart (Write-in) 0; Sperry, Aaron (Write-in) 0"
House,Connecticut,N/A,2014,District 5,5,20120101,"97,767","Greenberg, Mark",Challenger,"113,564","Esty, Elizabeth",Incumbent,Independent,"1,970","Pistone, John",Challenger,N/A,"15,797",D,0.92,46.26,53.74,
House,Connecticut,N/A,2012,District 5,5,20120101,"138,637","Roraback, Andrew",Challenger,"146,098","Esty, Elizabeth",Challenger,Write-in,22,Scattered Write-In,Challenger,N/A,"7,461",D,0.01,48.69,51.31,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CONGRESS 2012 to 2020 in DELAWARE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Delaware,N/A,2018,At Large,1,N/A,"125,384","Walker, Scott",Challenger,"227,353","Rochester, Lisa Blunt",Incumbent,Write-in,637,"Johnston, Paul A.",Challenger,440,"101,969",D,0.18,35.55,64.45,"The other vote was: Webb, Andrew C. (Write-in) 417; Davis , Marvin (Write-in) 23"
House,Delaware,N/A,2016,At Large,1,N/A,"172,301","Reigle, Hans",Challenger,"233,554","Rochester, Lisa Blunt",Challenger,Green,"8,326","Perri, Mark J.",Challenger,"6,501","61,253",D,1.98,42.45,57.55,"The other vote was: Gesty, Scott A. (Libertarian) 6,436; Scattered Write-In (Write-in) 65"
House,Delaware,N/A,2014,At Large,1,N/A,"85,146","Izzo, Rose",Challenger,"137,251","Carney, John C. Jr.",Incumbent,Green,"4,801","August, Bernard",Challenger,"4,419","52,105",D,2.07,38.29,61.71,"The other vote was: Gesty, Scott A. (Libertarian) 4,419"
House,Delaware,N/A,2012,At Large,1,N/A,"129,757","Kovach, Thomas H.",Challenger,"249,933","Carney, John C. Jr.",Incumbent,Green,"4,273","August, Bernard",Challenger,"4,096","120,176",D,1.1,34.17,65.83,"The other vote was: Gesty, Scott A. (Libertarian) 4,096"
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CONGRESS 2012 to 2020 in FLORIDA,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Florida,N/A,2018,District 1,1,20120101,"216,189","Gaetz, Matt",Incumbent,"106,199","Zimmerman, Jennifer M.",Challenger,N/A,N/A,N/A,N/A,N/A,"109,990",R,0,67.06,32.94,
House,Florida,N/A,2016,District 1,1,20120101,"255,107","Gaetz, Matt",Challenger,"114,079","Specht, Steven",Challenger,N/A,N/A,N/A,N/A,N/A,"141,028",R,0,69.1,30.9,
House,Florida,N/A,2014,District 1,1,20120101,"165,086","Miller, Jeff",Incumbent,"54,976","Bryan, James",Challenger,No Party Affiliation,"15,281","Wichern, Mark",Challenger,N/A,"110,110",R,6.49,75.02,24.98,
House,Florida,N/A,2012,District 1,1,20120101,"238,440","Miller, Jeff",Incumbent,"92,961","Bryan, James",Challenger,Libertarian,"11,176","Fretts, Calen",Challenger,17,"145,479",R,3.26,71.95,28.05,"The other vote was: Drummond, William Cleave (Write-in) 17"
House,Florida,N/A,2018,District 2,2,20120101,"199,335","Dunn, Neal",Incumbent,"96,233","Rackleff, Bob",Challenger,N/A,N/A,N/A,N/A,N/A,"103,102",R,0,67.44,32.56,
House,Florida,N/A,2016,District 2,2,20120101,"231,163","Dunn, Neal",Challenger,"102,801","Dartland, Walter",Challenger,Libertarian,"9,395","Lapham, Robert",Challenger,3,"128,362",R,2.74,69.22,30.78,"The other vote was: Roberts, Antoine Edward (Write-in) 3"
House,Florida,N/A,2014,District 2,2,20120101,"123,262","Southerland, Steve",Incumbent,"126,096","Graham, Gwen",Challenger,Write-in,422,"Lee, Luther",Challenger,N/A,"2,834",D,0.17,49.43,50.57,
House,Florida,N/A,2012,District 2,2,20120101,"175,856","Southerland, Steve",Incumbent,"157,634","Lawson, Al",Challenger,Write-in,228,"Miller, Floyd",Challenger,N/A,"18,222",R,0.07,52.73,47.27,
House,Florida,N/A,2018,District 3,3,20120101,"176,616","Yoho, Ted",Incumbent,"129,880","Hayes Hinson, Yvonne ",Challenger,N/A,N/A,N/A,N/A,N/A,"46,736",R,0,57.62,42.38,
House,Florida,N/A,2016,District 3,3,20120101,"193,843","Yoho, Ted",Incumbent,"136,338","McGurn, Kenneth",Challenger,No Party Affiliation,"12,519","Wells, Tom",Challenger,N/A,"57,505",R,3.65,58.71,41.29,
House,Florida,N/A,2014,District 3,3,20120101,"148,691","Yoho, Ted",Incumbent,"73,910","Wheeler, Marihelen Haddock",Challenger,No Party Affiliation,"6,208","Lawson, Howard ""Term Limits""",Challenger,N/A,"74,781",R,2.71,66.8,33.2,
House,Florida,N/A,2012,District 3,3,20120101,"204,331","Yoho, Ted",Challenger,"102,468","Gaillot, J.R.",Challenger,Unaffiliated,"8,870","Dodds, Philip",Challenger,N/A,"101,863",R,2.81,66.6,33.4,
House,Florida,N/A,2018,District 4,4,20120101,"248,420","Rutherford, John",Incumbent,"123,351","Selmont, Ges",Challenger,No Party,"7,155","Berrios, Joceline",Challenger,"2,323","125,069",R,1.88,66.82,33.18,"The other vote was: Bulger, Michael J. (No Party) 2,321; Koniz, Gary L. (Write-in) 2; Murphy, Danny (Write-in) 0"
House,Florida,N/A,2016,District 4,4,20120101,"287,509","Rutherford, John",Challenger,"113,088","Bruderly, David E.",Challenger,No Party Affiliation,"9,054","Koniz, Gary L.",Challenger,11,"174,421",R,2.21,71.77,28.23,"The other vote was: Murphy, Daniel (Write-in) 11"
House,Florida,N/A,2014,District 4,4,20120101,"177,887","Crenshaw, Ander",Incumbent,N/A,N/A,N/A,No Party Affiliation,"35,663","Moser-Bartlett, Paula",Challenger,"13,703","142,224",R,15.69,100,0,"The other vote was: Koniz, Gary L. (No Party Affiliation) 13,690; Pueschel, Deborah Katz (Write-in) 13"
House,Florida,N/A,2012,District 4,4,20120101,"239,988","Crenshaw, Ander",Incumbent,N/A,N/A,N/A,Unaffiliated,"75,236","Klauder, Jim",Challenger,246,"164,752",R,23.85,100,0,"The other vote was: Koniz, Gary L. (Write-in) 246"
House,Florida,N/A,2018,District 5,5,20120101,"89,799"," Fuller, Virginia",Challenger,"180,527","Lawson, Al",Incumbent,N/A,N/A,N/A,N/A,N/A,"90,728",D,0,33.22,66.78,
House,Florida,N/A,2016,District 5,5,20120101,"108,325","Scurry-Smith, Gloreatha",Challenger,"194,549","Lawson, Al",Challenger,N/A,N/A,N/A,N/A,N/A,"86,224",D,0,35.77,64.23,
House,Florida,N/A,2014,District 5,5,20120101,"59,237","Scurry-Smith, Gloreatha",Challenger,"112,340","Brown, Corrine",Incumbent,N/A,N/A,N/A,N/A,N/A,"53,103",D,0,34.53,65.47,
